Hotelname,reservationno,ArrivalDate,DepartureDate,RoomNights,RoomRevenue,CurrencyCode,Channel,Guest Region,firstname,lastname,Guest Email
Cherry,13979333,6/17/2019 0:00,6/19/2019 0:00,2,33532.92,THB,OTA,Asia,Shannon,Tate,
Cherry,14050164,7/1/2019 0:00,7/3/2019 0:00,2,19729.36,THB,Web,North America,Sydney,Garcia,Garcia_Sydney@xfinity.com
Cherry,12582393,4/1/2019 0:00,4/5/2019 0:00,4,32587.5,THB,Web,North America,Chase,Perry,ChasePerry@yahoo.com
Cherry,17857196,2/18/2022 0:00,2/19/2022 0:00,1,4658.13,THB,Direct,Africa,Chase,Perry,KIngram95@hotmail.com
Cherry,15044154,12/20/2019 0:00,12/23/2019 0:00,3,67047.12,THB,Web,Asia,Margaret,Hernandez,Margaret_T53@outlook.com
Cherry,18488094,7/22/2022 0:00,7/24/2022 0:00,2,17610.25,THB,Web,Europe,Erica,Calderon,Webster.Erica@outlook.com
Cherry,11951076,3/28/2019 0:00,3/31/2019 0:00,3,20236.59,THB,Direct,Europe,Amy,Green,AmyBrennan@gmail.com
Cherry,13379025,4/23/2019 0:00,4/25/2019 0:00,2,8764.86,THB,Direct,Oceania,Sara,Lee,Sara.Walker@mail.com
Cherry,14930584,11/17/2019 0:00,11/20/2019 0:00,3,42421.9,THB,Direct,North America,Susan,Wilson,SusanNguyen50@yandex.com
Cherry,13253326,5/29/2019 0:00,6/5/2019 0:00,7,27940.86,THB,Direct,North America,Brandon,Taylor,Davis_Brandon@att.com
Cherry,13245632,2/6/2019 0:00,2/10/2019 0:00,4,88614.58,THB,Web,North America,Erica,Calderon,
Cherry,12490732,1/4/2019 0:00,1/8/2019 0:00,4,39702.95,THB,OTA,Oceania,Brandon,Taylor,Brandon_M@protonmail.com
Cherry,18459686,6/24/2022 0:00,6/26/2022 0:00,2,9541.09,THB,Web,North America,Sara,Lee,Sara.Cherry@gmail.com
Cherry,13817580,12/29/2019 0:00,12/31/2019 0:00,2,39523.36,THB,Direct,North America,Amber,Jarvis,
Cherry,14007819,7/12/2019 0:00,7/14/2019 0:00,2,9910.6,THB,Direct,Europe,Carla,Ferguson,CarlaSweeney@hotmail.com
Cherry,13972166,8/3/2019 0:00,8/5/2019 0:00,2,36655.86,THB,Web,North America,Carla,Ferguson,Laura_Koch28@aol.com
Cherry,18352868,8/12/2022 0:00,8/15/2022 0:00,3,14054.52,THB,Direct,Europe,Carla,Ferguson,Heather_G@att.com
Cherry,14844527,11/12/2019 0:00,11/17/2019 0:00,5,39346.95,THB,Direct,North America,Carla,Ferguson,Gloria_Ferguson@yahoo.com
Cherry,18457294,11/12/2022 0:00,11/15/2022 0:00,4,44506,THB,OTA,Asia,Mark,Garcia,
Cherry,14005716,7/14/2019 0:00,7/17/2019 0:00,3,29259.99,THB,OTA,North America,Amanda,Fox,Williams.Amanda58@gmail.com
Cherry,12792833,4/15/2019 0:00,4/20/2019 0:00,5,17743.8,THB,Direct,Europe,Gary,Boyle,Johnson_Gary45@yahoo.com
Cherry,14332431,11/5/2019 0:00,11/8/2019 0:00,3,31091.36,THB,Web,Europe,Michael,Moore,Cooper_Michael@verizon.com
Cherry,12704621,2/3/2019 0:00,2/7/2019 0:00,4,98984.19,THB,Web,Oceania,Michael,Moore,Kimberly.Brown68@xfinity.com
Cherry,13376709,4/30/2019 0:00,5/3/2019 0:00,3,18151.5,THB,Direct,North America,Amanda,Fox,Amanda.L@hotmail.com
Cherry,21462705,11/24/2022 0:00,11/27/2022 0:00,3,47113.33,THB,OTA,North America,Aaron,Miller,AKhan@hotmail.com
Cherry,18456618,12/2/2022 0:00,12/4/2022 0:00,2,20411.48,THB,OTA,Europe,Brenda,Rodgers,
Cherry,13566897,4/1/2019 0:00,4/4/2019 0:00,3,14865.9,THB,Direct,North America,Melinda,Flores,
Cherry,18158551,6/11/2022 0:00,6/16/2022 0:00,5,38551.6,THB,Direct,Europe,Brittany,Smith,Weiss.Brittany79@gmail.com
Cherry,13802755,6/10/2019 0:00,6/13/2019 0:00,3,18151.5,THB,Direct,Europe,Brittany,Smith,Steven.J@comcast.net
Cherry,11502695,1/24/2019 0:00,1/31/2019 0:00,7,63583.47,THB,OTA,Europe,Michael,Moore,Michael_Yates@hotmail.com
Cherry,14005832,8/28/2019 0:00,9/1/2019 0:00,4,33974.52,THB,Direct,North America,Justin,Webb,Justin_Harmon39@comcast.net
Cherry,14834771,12/15/2019 0:00,12/18/2019 0:00,3,41963.62,THB,OTA,South America,David,Mcgee,DavidDurham@aol.com
Cherry,13216165,6/1/2019 0:00,6/4/2019 0:00,3,25112.59,THB,OTA,North America,Jessica,Cole,JGordon@gmail.com
Cherry,13399217,7/7/2019 0:00,7/9/2019 0:00,2,8191.98,THB,Direct,Oceania,Cindy,Ali,Jones.Cindy84@xfinity.com
Cherry,14627213,11/10/2019 0:00,11/12/2019 0:00,2,11511.26,THB,Direct,North America,Dr.,Martin,Dr..K69@yandex.com
Cherry,18634112,10/13/2022 0:00,10/20/2022 0:00,6,43113.06,THB,Direct,North America,Dr.,Martin,RWillis17@mail.com
Cherry,12394468,1/4/2019 0:00,1/6/2019 0:00,2,46240,THB,Direct,Europe,Terry,Baker,Terry_B@comcast.net
Cherry,21814757,12/13/2022 0:00,12/16/2022 0:00,3,28643.82,THB,Direct,Europe,Terry,Baker,Cole.Herman@outlook.com
Cherry,18195245,5/27/2022 0:00,5/29/2022 0:00,2,9369.68,THB,Direct,South America,Sara,Lee,Sara_Boyer@comcast.net
Cherry,13600506,4/20/2019 0:00,4/23/2019 0:00,3,25442.34,THB,OTA,Europe,Jacob,Porter,Mueller.Jacob@gmail.com
Cherry,14901365,11/18/2019 0:00,11/21/2019 0:00,3,22321.66,THB,Direct,North America,Alicia,Jackson,
Cherry,18428877,7/5/2022 0:00,7/6/2022 0:00,1,6902.37,THB,OTA,Asia,Cheryl,Adams,Cheryl_H@att.com
Cherry,18461980,7/14/2022 0:00,7/17/2022 0:00,3,14054.52,THB,Direct,Europe,Jason,King,Thompson_Jason96@comcast.net
Cherry,14157247,7/14/2019 0:00,7/18/2019 0:00,2,11427.02,THB,Direct,Europe,Katherine,Olson,
Cherry,17694943,1/31/2022 0:00,2/2/2022 0:00,2,16440.59,THB,OTA,Thailand,Mrs.,Williams,Mrs..DDS@outlook.com
Cherry,18268885,8/4/2022 0:00,8/5/2022 0:00,1,7040.21,THB,Direct,Europe,Paul,Williams,Paul_Miller@xfinity.com
Cherry,12339002,5/4/2019 0:00,5/6/2019 0:00,2,9910.6,THB,Direct,North America,Paul,Williams,Oconnor.Larry@gmail.com
Cherry,12222167,4/16/2019 0:00,4/18/2019 0:00,2,17914.09,THB,Web,North America,Paul,Williams,Fowler_Sherry@gmail.com
Cherry,13422425,9/7/2019 0:00,9/9/2019 0:00,2,10053.82,THB,Direct,Europe,Paul,Williams,GHill49@outlook.com
Cherry,21565218,11/29/2022 0:00,12/2/2022 0:00,3,21143.82,THB,Direct,Europe,Alexandra,DDS,DDS_Alexandra@mail.com
Cherry,21498000,11/12/2022 0:00,11/16/2022 0:00,4,60146.23,THB,Web,North America,Luis,Grant,Luis.Richmond@mail.com
Cherry,14333048,9/14/2019 0:00,9/16/2019 0:00,2,0,THB,Direct,Asia,Scott,Hammond,Hunt_Scott@aol.com
Cherry,13434742,3/22/2019 0:00,3/24/2019 0:00,2,0,THB,Direct,North America,Chase,Perry,Chase_Brennan@aol.com
Cherry,13141720,2/26/2019 0:00,3/2/2019 0:00,4,25718.4,THB,Direct,North America,Margaret,Hernandez,MScott@mail.com
Cherry,13125479,5/17/2019 0:00,5/20/2019 0:00,3,26409.37,THB,Direct,North America,Amy,Green,Evans_Amy@verizon.com
Cherry,14481295,9/23/2019 0:00,9/25/2019 0:00,2,0,THB,Direct,North America,Mario,Bennett,Delgado_Mario@verizon.com
Cherry,13120017,3/8/2019 0:00,3/11/2019 0:00,3,21689.82,THB,Direct,North America,Mario,Bennett,Chase_G61@mail.com
Cherry,12310968,1/18/2019 0:00,1/20/2019 0:00,2,12098.54,THB,Direct,Europe,Todd,Cox,
Cherry,18559652,7/3/2022 0:00,7/5/2022 0:00,2,0,THB,Web,North America,Jennifer,Barton,
Cherry,21136438,8/11/2022 0:00,8/13/2022 0:00,2,32557.71,THB,Direct,Asia,Tara,Turner,Tara_Turner61@outlook.com
Cherry,14948984,12/17/2019 0:00,12/18/2019 0:00,1,8084.5,THB,Direct,North America,James,Hill,
Cherry,13643489,4/22/2019 0:00,4/24/2019 0:00,2,16578.42,THB,OTA,North America,Douglas,MD,Douglas_O28@yahoo.com
Cherry,17907038,3/8/2022 0:00,3/10/2022 0:00,2,7309.1,THB,Web,Thailand,Hannah,Davis,Hannah.Davis@outlook.com
Cherry,14257075,8/29/2019 0:00,9/1/2019 0:00,3,26198.55,THB,Direct,Thailand,Hannah,Davis,LKing@att.com
Cherry,21315524,10/19/2022 0:00,10/22/2022 0:00,3,15222.39,THB,Direct,Thailand,Diana,DDS,DianaSanchez@comcast.net
Cherry,21639162,12/14/2022 0:00,12/18/2022 0:00,4,25372.2,THB,Web,Asia,Jonathan,Torres,Jonathan_B80@xfinity.com
Cherry,21323914,10/19/2022 0:00,10/21/2022 0:00,2,14221.9,THB,Web,Thailand,Steven,Murphy,Steven.Bernard@aol.com
Cherry,11646689,1/17/2019 0:00,1/20/2019 0:00,3,20250.39,THB,Direct,Europe,Michelle,Perez,MichelleAlvarado@hotmail.com
Cherry,13570492,11/7/2019 0:00,11/10/2019 0:00,3,18732.78,THB,Direct,Europe,Jason,King,Jason_D@zoho.com
Cherry,17850777,2/22/2022 0:00,2/23/2022 0:00,1,0,THB,Direct,Thailand,Michael,Moore,Michael_H87@att.com
Cherry,18334078,6/3/2022 0:00,6/4/2022 0:00,1,6416.43,THB,Web,North America,Shannon,Tate,Shannon_P@yahoo.com
Cherry,21956987,12/17/2022 0:00,12/19/2022 0:00,2,24274,THB,Direct,Thailand,Evan,Lynch,Lynch.Evan@att.com
Cherry,18227097,5/3/2022 0:00,5/4/2022 0:00,1,7007.8,THB,OTA,North America,Julia,Clark,JuliaClark@verizon.com
Cherry,14361944,8/21/2019 0:00,8/23/2019 0:00,2,14459.88,THB,Direct,Asia,Julia,Clark,
Cherry,21681608,12/14/2022 0:00,12/18/2022 0:00,4,25372.2,THB,Web,Asia,Julia,Clark,Daniel.S27@comcast.net
Cherry,14199761,8/13/2019 0:00,8/15/2019 0:00,2,21605.58,THB,Direct,Asia,Martha,Barr,Martha.Barr@yahoo.com
Cherry,21283275,12/1/2022 0:00,12/7/2022 0:00,6,67795.33,THB,Web,Europe,Michael,Moore,MTrevino@hotmail.com
Cherry,13622557,4/25/2019 0:00,4/27/2019 0:00,2,17599.21,THB,Web,North America,Edward,Torres,Garcia.Edward18@yandex.com
Cherry,13530061,10/18/2019 0:00,10/21/2019 0:00,3,10742.02,THB,Direct,North America,Angela,Williams,AMarshall@verizon.com
Cherry,21933408,12/16/2022 0:00,12/18/2022 0:00,2,11218.88,THB,Direct,Asia,Kelsey,Herman,Porter.Kelsey@gmail.com
Cherry,14294441,10/26/2019 0:00,10/29/2019 0:00,3,19743.75,THB,Direct,Europe,Vicki,Williams,VWilliams@zoho.com
Cherry,17956594,4/8/2022 0:00,4/10/2022 0:00,2,9833.54,THB,Direct,Thailand,Cathy,Graham,CGraham@att.com
Cherry,13118528,8/10/2019 0:00,8/14/2019 0:00,4,36262.44,THB,Direct,Europe,Tony,Olson,Tony.G30@yahoo.com
Cherry,12699812,1/30/2019 0:00,2/2/2019 0:00,3,18102.12,THB,Direct,Europe,Brad,Dougherty,Dougherty.Brad24@xfinity.com
Cherry,13946700,6/11/2019 0:00,6/18/2019 0:00,7,0,THB,Direct,Asia,Eric,Pugh,Eric_Martinez@aol.com
Cherry,14047731,6/27/2019 0:00,6/30/2019 0:00,3,0,THB,Direct,Asia,Eric,Pugh,Eric_Martinez@aol.com
Cherry,12858379,2/22/2019 0:00,2/25/2019 0:00,3,29400,THB,Direct,Thailand,Jennifer,Barton,Jennifer_Brock64@comcast.net
Cherry,17736260,1/21/2022 0:00,1/22/2022 0:00,1,9712.89,THB,Direct,Thailand,Dr.,Martin,MD.Dr.50@aol.com
Cherry,14867687,12/14/2019 0:00,12/16/2019 0:00,2,0,THB,Direct,Europe,Dr.,Martin,
Cherry,13894727,6/7/2019 0:00,6/9/2019 0:00,2,9910.6,THB,Direct,Asia,Dr.,Martin,Cynthia_Palmer78@gmail.com
Cherry,14557700,10/6/2019 0:00,10/11/2019 0:00,5,30440,THB,Direct,Asia,Dr.,Martin,Cynthia_Palmer78@gmail.com
Cherry,12856056,1/3/2019 0:00,1/4/2019 0:00,1,0,THB,Direct,Oceania,Dr.,Martin,Leroy.D@verizon.com
Cherry,14985101,11/26/2019 0:00,11/28/2019 0:00,2,0,THB,Direct,Oceania,Dr.,Martin,Leroy.D@verizon.com
Cherry,18248775,5/6/2022 0:00,5/9/2022 0:00,3,45572.52,THB,OTA,North America,Dr.,Martin,
Cherry,21449698,9/30/2022 0:00,10/1/2022 0:00,1,3419.04,THB,Direct,Thailand,Dr.,Martin,
Cherry,14150557,8/9/2019 0:00,8/12/2019 0:00,3,12373.85,THB,Direct,Europe,Dr.,Martin,
Cherry,14966863,11/23/2019 0:00,11/24/2019 0:00,1,7838.4,THB,Direct,Europe,Edward,Torres,EdwardMartin@yandex.com
Cherry,14807850,11/24/2019 0:00,11/27/2019 0:00,3,22462.12,THB,Web,Europe,Edward,Torres,EdwardMartin@yandex.com
Cherry,18828634,7/31/2022 0:00,8/4/2022 0:00,4,40275.63,THB,Web,Oceania,Julia,Clark,JLittle@zoho.com
Cherry,21139909,8/4/2022 0:00,8/5/2022 0:00,1,10292.5,THB,Direct,Oceania,Julia,Clark,JLittle@zoho.com
Cherry,13712912,12/29/2019 0:00,12/31/2019 0:00,2,29142.22,THB,OTA,Europe,Brandon,Taylor,Brandon_Jordan74@xfinity.com
Cherry,15118686,12/25/2019 0:00,12/29/2019 0:00,4,55541.48,THB,Direct,North America,Amanda,Fox,
Cherry,21776173,11/20/2022 0:00,11/24/2022 0:00,4,33895.2,THB,Direct,Asia,Amanda,Fox,Bruce_D@yahoo.com
Cherry,14758431,10/19/2019 0:00,10/25/2019 0:00,5,86607.09,THB,OTA,Europe,Mia,Alexander,
Cherry,14969849,12/25/2019 0:00,12/27/2019 0:00,2,107448.2,THB,Direct,South America,Veronica,Allen,
Cherry,14666116,10/3/2019 0:00,10/4/2019 0:00,1,9512.59,THB,Direct,Oceania,Travis,Johnson,TJohnson@comcast.net
Cherry,14665643,10/4/2019 0:00,10/6/2019 0:00,2,47776.48,THB,Direct,Oceania,Travis,Johnson,TJohnson@comcast.net
Cherry,13909777,6/14/2019 0:00,6/16/2019 0:00,2,22467.82,THB,Web,Europe,Laura,Murray,Laura.Harmon20@yahoo.com
Cherry,14470879,9/4/2019 0:00,9/12/2019 0:00,8,0,THB,Direct,North America,Bradley,Dickson,
Cherry,21222746,9/26/2022 0:00,9/27/2022 0:00,1,5299.39,THB,Direct,Europe,Julie,Rivera,Julie.B@comcast.net
Cherry,21222631,9/27/2022 0:00,9/29/2022 0:00,2,18998,THB,Direct,Europe,Julie,Rivera,Julie.B@comcast.net
Cherry,12721287,2/4/2019 0:00,2/5/2019 0:00,1,33513.6,THB,Web,North America,Julie,Rivera,Phillip_Bass@yandex.com
Cherry,12726070,2/6/2019 0:00,2/8/2019 0:00,2,73680,THB,Web,North America,Julie,Rivera,Phillip_Bass@yandex.com
Cherry,21293427,10/21/2022 0:00,10/24/2022 0:00,3,13037.25,THB,Direct,Europe,Jennifer,Barton,Jennifer_S@gmail.com
Cherry,21642991,12/7/2022 0:00,12/10/2022 0:00,3,0,THB,Direct,North America,Jennifer,Barton,
Cherry,21798273,11/21/2022 0:00,11/22/2022 0:00,1,8242.12,THB,Direct,Asia,Mandy,Elliott,MandyElliott68@gmail.com
Cherry,18361233,8/17/2022 0:00,8/21/2022 0:00,4,17239.11,THB,Web,Europe,Jared,Wilson,Jared.W@xfinity.com
Cherry,14776655,12/22/2019 0:00,12/26/2019 0:00,4,48801.8,THB,Direct,North America,Ashley,Hall,AshleyHoffman@protonmail.com
Cherry,21510306,10/22/2022 0:00,10/25/2022 0:00,3,10207.92,THB,Direct,North America,Jessica,Cole,Harris_Jessica69@verizon.com
Cherry,13931344,7/29/2019 0:00,7/31/2019 0:00,2,9910.6,THB,Direct,North America,Lydia,Allen,LAllen@verizon.com
Cherry,14069600,7/29/2019 0:00,7/31/2019 0:00,2,9910.6,THB,Direct,North America,Brianna,Malone,Brianna_B62@gmail.com
Cherry,14013178,6/23/2019 0:00,6/24/2019 0:00,1,6256.71,THB,Web,Europe,Dylan,Rangel,
Cherry,15012786,12/20/2019 0:00,12/22/2019 0:00,2,26254.32,THB,Direct,North America,Dylan,Rangel,
Cherry,14510341,9/7/2019 0:00,9/9/2019 0:00,2,30060,THB,Web,Europe,Tonya,Taylor,
Cherry,13674760,4/21/2019 0:00,4/24/2019 0:00,3,25790.79,THB,Web,Thailand,Dr.,Martin,Dr..MD@protonmail.com
Cherry,14804800,11/8/2019 0:00,11/11/2019 0:00,3,29483.92,THB,Web,Thailand,Dr.,Martin,Dr..MD@protonmail.com
Cherry,15104340,12/18/2019 0:00,12/22/2019 0:00,3,49289.06,THB,Direct,Oceania,Dalton,Smith,
Cherry,12790669,2/11/2019 0:00,2/15/2019 0:00,4,0,THB,OTA,Europe,Matthew,Lang,Nichols_Matthew24@aol.com
Cherry,18442848,11/11/2022 0:00,11/15/2022 0:00,4,44506,THB,OTA,Europe,Christopher,Cabrera,CPreston@mail.com
Cherry,14073783,12/24/2019 0:00,12/27/2019 0:00,3,61875.15,THB,Direct,North America,Andrea,Baker,
Cherry,14860699,11/13/2019 0:00,11/18/2019 0:00,5,50262.76,THB,Direct,Europe,Donna,Carpenter,
Cherry,17544388,1/3/2022 0:00,1/5/2022 0:00,2,10198.38,THB,Direct,Oceania,Tracey,Hebert,Morgan.Tracey@att.com
Cherry,17759734,2/24/2022 0:00,2/27/2022 0:00,3,19799.03,THB,Web,North America,Gregory,Green,Gregory.Blevins80@verizon.com
Cherry,18242837,8/11/2022 0:00,8/14/2022 0:00,3,18873.03,THB,Web,Europe,Miss,MD,
Cherry,13483391,4/18/2019 0:00,4/21/2019 0:00,3,32303.08,THB,Web,North America,Krista,Christensen,KristaChristensen@xfinity.com
Cherry,14083409,7/10/2019 0:00,7/13/2019 0:00,3,17264.46,THB,Direct,Europe,Shannon,Tate,
Cherry,21865730,12/20/2022 0:00,12/23/2022 0:00,3,53717.64,THB,OTA,North America,Cindy,Ali,
Cherry,17701761,1/14/2022 0:00,1/16/2022 0:00,2,6957.38,THB,Direct,Thailand,Sarah,Carter,Sarah.Sanders@comcast.net
Cherry,14592036,10/11/2019 0:00,10/13/2019 0:00,2,0,THB,Direct,Europe,Sarah,Carter,
Cherry,14593755,10/11/2019 0:00,10/13/2019 0:00,2,0,THB,Direct,Europe,Thomas,Morales,
Cherry,21410383,11/8/2022 0:00,11/10/2022 0:00,2,23368.6,THB,OTA,Europe,Matthew,Lang,Matthew.W68@yahoo.com
Cherry,13780786,5/8/2019 0:00,5/9/2019 0:00,1,8811.42,THB,OTA,North America,Darryl,Hernandez,
Cherry,13017864,1/21/2019 0:00,1/25/2019 0:00,4,24016.29,THB,Web,North America,Diana,DDS,Singleton_Diana@gmail.com
Cherry,18591782,10/22/2022 0:00,10/25/2022 0:00,3,14000.79,THB,Direct,North America,Diana,DDS,
Cherry,13541263,6/9/2019 0:00,6/10/2019 0:00,1,5880,THB,Direct,North America,Kimberly,Perez,Kimberly_P16@protonmail.com
Cherry,17769979,2/1/2022 0:00,2/3/2022 0:00,2,10158.72,THB,Direct,Thailand,Drew,Olson,Olson.Drew@aol.com
Cherry,16672323,4/6/2022 0:00,4/7/2022 0:00,1,12000,THB,Direct,Thailand,Jeremy,Wood,Jeremy_Jefferson@att.com
Cherry,16706751,4/6/2022 0:00,4/7/2022 0:00,1,8919.63,THB,Direct,Thailand,Jeremy,Wood,Jeremy_Jefferson@att.com
Cherry,17982462,3/17/2022 0:00,3/19/2022 0:00,2,7234.71,THB,Direct,Thailand,Jeremy,Wood,Christina_T39@protonmail.com
Cherry,21513733,10/8/2022 0:00,10/10/2022 0:00,2,7631.34,THB,Direct,Thailand,Jeremy,Wood,Christina_T39@protonmail.com
Cherry,17725957,1/22/2022 0:00,1/23/2022 0:00,1,2660.83,THB,Direct,Thailand,Mrs.,Williams,MDominguez61@xfinity.com
Cherry,17651264,1/4/2022 0:00,1/7/2022 0:00,3,17458.22,THB,Web,Thailand,Wayne,Allison,Wayne_A@yahoo.com
Cherry,17725999,1/22/2022 0:00,1/23/2022 0:00,1,2660.83,THB,Direct,Thailand,Michelle,Perez,
Cherry,14713255,11/8/2019 0:00,11/10/2019 0:00,2,19970.38,THB,Direct,Thailand,Antonio,Ferguson,Antonio_F@yandex.com
Cherry,18335166,6/4/2022 0:00,6/6/2022 0:00,2,5749.02,THB,Web,Thailand,Ashley,Hall,Farley_Ashley@gmail.com
Cherry,14421856,10/12/2019 0:00,10/14/2019 0:00,2,11090.04,THB,Direct,Thailand,Ashley,Hall,Michael.Montgomery80@gmail.com
Cherry,14096472,8/16/2019 0:00,8/21/2019 0:00,5,26040.2,THB,Direct,Europe,Gabriel,Mills,
Cherry,13458859,3/13/2019 0:00,3/15/2019 0:00,2,25537.79,THB,Direct,China,Brent,Hamilton,
Cherry,13011053,1/26/2019 0:00,2/1/2019 0:00,6,58143.73,THB,Direct,China,Ian,Ruiz,Ian.R@verizon.com
Cherry,13091568,3/23/2019 0:00,3/27/2019 0:00,4,43669.08,THB,Web,North America,Sean,Hall,Sean.Hall@gmail.com
Cherry,21642988,12/7/2022 0:00,12/10/2022 0:00,3,0,THB,Direct,North America,Jeffrey,Duncan,
Cherry,17730039,8/2/2022 0:00,8/6/2022 0:00,4,17747.92,THB,Direct,Europe,Andrea,Baker,Andrea.Mclaughlin@verizon.com
Cherry,14191272,7/27/2019 0:00,7/28/2019 0:00,1,12312.29,THB,OTA,Asia,Stephanie,Schmidt,Stephanie.B@zoho.com
Cherry,14032094,6/30/2019 0:00,7/4/2019 0:00,4,28065.33,THB,Web,North America,Julie,Rivera,Powers_Julie@xfinity.com
Cherry,13368771,4/20/2019 0:00,4/22/2019 0:00,2,23409.26,THB,Direct,Europe,Julie,Rivera,
Cherry,18360332,5/27/2022 0:00,5/28/2022 0:00,1,7999,THB,Direct,N/A,Julie,,
Cherry,14554421,9/15/2019 0:00,9/20/2019 0:00,5,33183.09,THB,Web,North America,Brett,Jones,Brett.Jones@outlook.com
Cherry,14521196,9/30/2019 0:00,10/5/2019 0:00,5,64296.05,THB,Direct,Oceania,Robert,Chung,RSuarez@att.com
Cherry,17894826,2/25/2022 0:00,3/1/2022 0:00,4,40872.63,THB,Direct,North America,Mark,Garcia,Mark.S44@zoho.com
Cherry,13659250,8/3/2019 0:00,8/6/2019 0:00,3,23802.63,THB,Direct,Europe,Zachary,Kelly,Gomez_Zachary@verizon.com
Cherry,21305207,11/7/2022 0:00,11/10/2022 0:00,3,33515.23,THB,Web,North America,Jill,Key,
Cherry,14484890,11/17/2019 0:00,11/21/2019 0:00,4,43915.56,THB,Direct,North America,Stacey,Chan,Stacey.Harper@hotmail.com
Cherry,15180405,12/27/2019 0:00,12/30/2019 0:00,3,58309.53,THB,OTA,North America,Stacey,Chan,Burke.Mark73@protonmail.com
Cherry,13549618,4/21/2019 0:00,4/26/2019 0:00,5,40109.95,THB,OTA,Oceania,Mark,Garcia,Mark_Austin@aol.com
Cherry,17605353,6/4/2022 0:00,6/5/2022 0:00,1,4678.37,THB,OTA,North America,Ashley,Hall,Hart.Ashley@xfinity.com
Cherry,17759132,6/5/2022 0:00,6/6/2022 0:00,1,7861.01,THB,OTA,North America,Ashley,Hall,Hart.Ashley@xfinity.com
Cherry,12644478,6/29/2019 0:00,7/3/2019 0:00,4,51468.89,THB,OTA,North America,Molly,Mclaughlin,Wright_Molly@mail.com
Cherry,12872243,1/13/2019 0:00,1/16/2019 0:00,3,31813.14,THB,Direct,Europe,Cynthia,Meadows,Leon.Cynthia@yandex.com
Cherry,14844622,11/12/2019 0:00,11/17/2019 0:00,5,37413.4,THB,Direct,North America,Mary,Mendez,Mary.M@verizon.com
Cherry,13780896,5/11/2019 0:00,5/13/2019 0:00,2,0,THB,Direct,Asia,Alexis,King,Alexis.H75@zoho.com
Cherry,21704201,11/16/2022 0:00,11/27/2022 0:00,11,127151.48,THB,OTA,North America,Stacey,Chan,StaceyShields@aol.com
Cherry,13991359,6/27/2019 0:00,6/30/2019 0:00,3,12287.97,THB,Direct,North America,Scott,Hammond,
Cherry,14445043,8/31/2019 0:00,9/1/2019 0:00,1,6808.72,THB,Direct,Thailand,Teresa,Maldonado,Teresa.Davis67@mail.com
Cherry,14888753,11/10/2019 0:00,11/13/2019 0:00,3,27995.13,THB,Direct,Thailand,Teresa,Maldonado,Teresa.Davis67@mail.com
Cherry,21573780,10/16/2022 0:00,10/21/2022 0:00,5,42369,THB,Direct,Thailand,Teresa,Maldonado,Teresa.Davis67@mail.com
Cherry,12778585,3/5/2019 0:00,3/8/2019 0:00,3,24975.42,THB,Direct,Europe,Jessica,Cole,Jessica_Anderson@yahoo.com
Cherry,13797060,10/22/2019 0:00,10/24/2019 0:00,1,5026.91,THB,Direct,Europe,Jessica,Cole,RNavarro@protonmail.com
Cherry,18040463,4/4/2022 0:00,4/8/2022 0:00,4,31690.29,THB,OTA,Thailand,Margaret,Hernandez,MCunningham18@att.com
Cherry,15072811,12/11/2019 0:00,12/17/2019 0:00,6,76325.28,THB,Web,Oceania,Jason,King,Jason_Taylor@xfinity.com
Cherry,17860509,2/18/2022 0:00,2/20/2022 0:00,2,19171.88,THB,OTA,Thailand,Jason,King,Anthony_Lane@yandex.com
Cherry,13408171,10/28/2019 0:00,11/1/2019 0:00,4,24848.24,THB,Direct,Europe,Jason,King,Samuel_C@aol.com
Cherry,18315982,6/8/2022 0:00,6/9/2022 0:00,1,6005.94,THB,OTA,Europe,Mr.,Wright,
Cherry,12903172,6/25/2019 0:00,6/27/2019 0:00,2,10247.58,THB,Direct,Europe,Ashley,Hall,
Cherry,13111943,4/12/2019 0:00,4/15/2019 0:00,3,12373.85,THB,Direct,North America,Ashley,Hall,BGreen53@verizon.com
Cherry,12803054,1/4/2019 0:00,1/6/2019 0:00,2,32609.3,THB,Direct,Europe,Ashley,Hall,TerryThomas41@hotmail.com
Cherry,12803062,1/9/2019 0:00,1/10/2019 0:00,1,17420,THB,Direct,Europe,Ashley,Hall,TerryThomas41@hotmail.com
Cherry,13124509,4/9/2019 0:00,4/11/2019 0:00,2,12101,THB,Direct,Europe,Ashley,Hall,Brandon_A@yahoo.com
Cherry,12316441,1/21/2019 0:00,1/23/2019 0:00,2,18239.18,THB,OTA,South America,Ashley,Hall,
Cherry,13288990,3/7/2019 0:00,3/9/2019 0:00,2,18684.72,THB,OTA,North America,Ashley,Hall,DTaylor@mail.com
Cherry,17345024,2/25/2022 0:00,3/1/2022 0:00,4,29627.28,THB,Web,Europe,Ashley,Hall,Maria.Jones@gmail.com
Cherry,14669234,10/5/2019 0:00,10/7/2019 0:00,2,21310.88,THB,OTA,South America,Ronald,Alvarez,Ronald.West@att.com
Cherry,14885616,12/19/2019 0:00,12/23/2019 0:00,3,37761.51,THB,Direct,Europe,Bryce,Burch,Bryce.B24@mail.com
Cherry,13257403,4/22/2019 0:00,4/23/2019 0:00,1,7365.6,THB,Web,Europe,Joseph,Yu,Joseph.Webster@zoho.com
